carat,cut,colour,clarity,depth,table,price,x,y,z,clarity_n,colour_n,Depth_check
0.54,Premium,F,SI2,61.8,61.0,1097,5.28,5.18,3.23,1,4,61.75908221797322
0.57,Premium,I,SI2,62.1,60.0,1097,5.32,5.27,3.29,1,1,62.13408876298395
0.5,Very Good,E,SI2,59.9,57.0,1097,5.12,5.16,3.08,1,5,59.92217898832684
0.39,Ideal,F,VVS2,61.8,55.0,1097,4.68,4.75,2.92,5,4,61.93001060445387
0.4,Ideal,G,VVS1,60.8,57.0,1097,4.78,4.81,2.91,6,3,60.68821689259646
0.4,Ideal,G,VVS1,61.7,55.0,1097,4.75,4.78,2.94,6,3,61.699895068205656
0.4,Ideal,G,VVS1,61.8,56.0,1097,4.72,4.75,2.92,6,3,61.668426610348476
0.4,Ideal,G,VVS1,61.7,57.0,1097,4.71,4.74,2.91,6,3,61.58730158730159
0.4,Ideal,G,VVS1,60.8,54.0,1097,4.8,4.83,2.93,6,3,60.8515057113188
0.5,Very Good,E,SI2,63.2,61.0,1097,5.05,5.02,3.18,1,5,63.1578947368421
0.3,Premium,E,IF,61.0,59.0,1097,4.33,4.29,2.63,7,5,61.02088167053363
0.38,Ideal,E,VS1,62.1,57.0,1097,4.65,4.62,2.88,4,5,62.13592233009709
0.3,Premium,E,IF,61.9,58.0,1097,4.3,4.26,2.65,7,5,61.9158878504673
0.38,Ideal,E,VVS2,62.4,56.0,1097,4.69,4.63,2.91,5,5,62.44635193133047
0.3,Premium,E,IF,60.1,60.0,1097,4.32,4.3,2.59,7,5,60.092807424593964
0.57,Premium,I,SI2,62.1,57.0,1097,5.33,5.29,3.3,1,1,62.146892655367225
0.39,Premium,H,VVS2,62.1,58.0,1097,4.65,4.63,2.88,5,2,62.068965517241374
0.39,Premium,G,VS1,62.6,58.0,1097,4.7,4.66,2.93,4,3,62.60683760683761
0.39,Premium,G,VS1,62.4,57.0,1097,4.68,4.62,2.9,4,3,62.36559139784946
0.39,Premium,E,VS1,59.6,60.0,1097,4.75,4.72,2.82,4,5,59.55649419218586
0.39,Ideal,E,VS1,62.3,57.0,1097,4.67,4.64,2.9,4,5,62.29860365198712
0.39,Premium,E,VS1,58.8,59.0,1097,4.76,4.73,2.79,4,5,58.79873551106428
0.5,Premium,E,SI2,62.4,59.0,1097,5.09,5.0,3.15,1,5,62.4380574826561
0.5,Premium,E,SI2,61.0,62.0,1097,5.13,5.09,3.12,1,5,61.05675146771038
0.5,Very Good,G,SI1,61.1,57.0,1098,5.14,5.2,3.16,2,3,61.12185686653772
0.5,Very Good,E,SI2,63.0,57.0,1098,5.01,5.05,3.17,1,5,63.02186878727635
0.51,Very Good,E,SI2,62.0,57.0,1098,5.09,5.13,3.17,1,5,62.035225048923685
0.51,Ideal,E,SI2,61.0,56.0,1098,5.16,5.2,3.16,1,5,61.003861003861005
0.38,Very Good,E,VVS1,62.4,57.0,1098,4.62,4.71,2.91,6,5,62.37942122186495
0.51,Very Good,E,SI2,60.3,56.0,1098,5.19,5.22,3.14,1,5,60.32660902977906
0.54,Ideal,F,SI2,62.0,54.0,1098,5.23,5.28,3.26,1,4,62.03615604186488
0.52,Ideal,H,SI1,61.9,56.0,1098,5.16,5.22,3.2,2,2,61.65703275529866
0.5,Good,E,SI2,58.2,59.0,1098,5.24,5.27,3.06,1,5,58.2302568981922
0.5,Fair,E,SI1,66.5,58.0,1098,4.87,4.9,3.25,2,5,66.53019447287616
0.54,Very Good,H,SI2,62.7,59.0,1099,5.17,5.2,3.25,1,2,62.6808100289296
0.5,Ideal,J,VS2,61.6,57.0,1099,5.08,5.12,3.14,3,0,61.568627450980394
0.41,Ideal,H,IF,61.1,54.0,1099,4.8,4.85,2.95,7,2,61.139896373057006
0.3,Premium,D,VVS2,59.6,61.0,1099,4.39,4.34,2.6,5,6,59.564719358533786
0.51,Very Good,F,SI2,62.7,56.0,1100,5.07,5.1,3.19,1,4,62.733529990167156
0.55,Very Good,J,SI1,60.9,56.0,1100,5.29,5.35,3.24,2,0,60.90225563909774
0.38,Ideal,E,VVS2,62.2,56.0,1100,4.58,4.65,2.87,5,5,62.188515709642466
0.38,Ideal,E,VVS2,62.0,57.0,1100,4.61,4.62,2.86,5,5,61.97183098591549
0.38,Ideal,E,VVS2,61.6,55.0,1100,4.67,4.72,2.89,5,5,61.55484558040468
0.38,Ideal,E,VVS2,61.6,55.0,1100,4.63,4.66,2.86,5,5,61.57158234660926
0.38,Ideal,E,VVS2,61.9,57.0,1100,4.63,4.65,2.87,5,5,61.853448275862064
0.57,Good,J,VS2,63.3,56.0,1100,5.24,5.28,3.33,3,0,63.30798479087453
0.33,Ideal,D,VVS1,61.0,55.0,1100,4.47,4.52,2.74,6,6,60.95661846496108
0.39,Ideal,E,VVS2,62.1,54.6,1100,4.67,4.7,2.91,5,5,62.11312700106723
0.52,Ideal,G,SI2,61.1,56.0,1100,5.19,5.22,3.18,1,3,61.09510086455332
0.51,Ideal,F,SI2,61.0,55.0,1100,5.18,5.21,3.17,1,4,61.02021174205967
0.55,Ideal,J,SI1,60.9,57.0,1100,5.24,5.3,3.21,2,0,60.91081593927894
0.41,Ideal,H,IF,61.8,55.0,1100,4.79,4.82,2.97,7,2,61.810613943808534
0.51,Very Good,G,SI2,63.2,57.0,1100,5.07,5.03,3.19,1,3,63.16831683168316
0.38,Ideal,F,VVS1,62.0,54.7,1101,4.62,4.67,2.88,6,4,62.002152852529605
0.38,Ideal,F,VVS1,62.3,54.1,1101,4.63,4.66,2.9,6,4,62.432723358449955
0.55,Ideal,J,SI1,61.0,56.0,1101,5.31,5.34,3.25,2,0,61.03286384976526
0.39,Ideal,G,IF,61.9,54.0,1101,4.67,4.73,2.91,7,3,61.91489361702128
0.5,Good,E,SI2,58.3,58.0,1101,5.23,5.2,3.04,1,5,58.29338446788111
0.38,Premium,F,VS1,62.7,57.0,1101,4.71,4.64,2.93,4,4,62.673796791443856
0.62,Fair,J,SI1,65.4,59.0,1101,5.39,5.28,3.49,2,0,65.41705716963449
0.42,Ideal,H,VVS2,61.9,55.0,1102,4.83,4.86,3.0,5,2,61.91950464396284
0.3,Ideal,E,VVS1,61.2,57.0,1102,4.33,4.36,2.66,6,5,61.21979286536248
0.49,Ideal,H,SI1,59.9,56.0,1102,5.15,5.18,3.1,2,2,60.01936108422072
0.36,Premium,E,VVS2,61.7,59.0,1102,4.56,4.52,2.8,5,5,61.6740088105727
0.47,Premium,G,VS2,61.8,60.0,1102,4.98,4.95,3.07,3,3,61.83282980866063
0.45,Fair,F,VS2,65.8,55.0,1102,4.81,4.73,3.14,3,4,65.82809224318659
0.33,Very Good,E,VVS1,61.5,57.0,1103,4.44,4.48,2.75,6,5,61.65919282511209
0.37,Ideal,E,VVS1,61.5,56.0,1103,4.59,4.64,2.84,6,5,61.53846153846153
0.56,Ideal,F,SI2,61.8,57.0,1103,5.28,5.33,3.28,1,4,61.82846371347785
0.35,Premium,G,VVS1,61.8,57.0,1103,4.53,4.5,2.79,6,3,61.79401993355481
0.42,Ideal,G,VVS2,60.7,55.0,1103,4.89,4.86,2.96,5,3,60.717948717948715
0.42,Ideal,G,VVS2,61.3,56.0,1103,4.82,4.81,2.95,5,3,61.266874350986505
0.42,Ideal,G,VVS2,62.4,55.0,1103,4.82,4.79,3.0,5,3,62.434963579604585
0.42,Ideal,G,VVS2,62.7,56.0,1103,4.77,4.74,2.98,5,3,62.67087276550999
0.42,Ideal,G,VVS2,62.6,55.0,1103,4.78,4.77,2.99,5,3,62.617801047120416
0.42,Ideal,G,VVS2,62.1,57.0,1103,4.8,4.77,2.97,5,3,62.06896551724138
0.42,Ideal,G,VVS2,62.2,56.0,1103,4.81,4.77,2.98,5,3,62.212943632567864
0.42,Premium,G,VVS2,60.4,59.0,1103,4.82,4.78,2.9,5,3,60.41666666666666
0.42,Premium,F,VS1,59.9,61.0,1103,4.88,4.84,2.91,4,4,59.87654320987655
0.42,Ideal,F,VS1,60.9,57.0,1103,4.88,4.84,2.96,4,4,60.90534979423869
0.42,Premium,F,VS1,61.2,58.0,1103,4.86,4.82,2.96,4,4,61.15702479338843
0.42,Ideal,F,VS1,61.0,57.0,1103,4.87,4.84,2.96,4,4,60.96807415036045
0.42,Ideal,F,VS1,61.3,57.0,1103,4.85,4.8,2.96,4,4,61.34715025906737
0.42,Premium,F,VS1,61.8,59.0,1103,4.83,4.81,2.98,4,4,61.82572614107883
0.42,Ideal,F,VS1,61.4,57.0,1103,4.83,4.78,2.95,4,4,61.39438085327784
0.42,Ideal,F,VS1,61.9,57.0,1103,4.81,4.79,2.97,4,4,61.875
0.42,Premium,F,VS1,60.9,59.0,1103,4.85,4.8,2.94,4,4,60.93264248704664
0.42,Ideal,F,VS1,62.3,55.0,1103,4.79,4.77,2.98,4,4,62.343096234309634
0.42,Premium,F,VS1,61.9,55.0,1103,4.82,4.78,2.97,4,4,61.87499999999999
0.42,Ideal,D,VS2,61.4,56.0,1103,4.84,4.8,2.96,3,6,61.410788381742734
0.42,Ideal,D,VS2,61.8,56.0,1103,4.84,4.8,2.98,3,6,61.82572614107883
0.42,Ideal,D,VS2,61.2,56.0,1103,4.84,4.8,2.95,3,6,61.203319502074685
0.42,Ideal,D,VS2,62.2,55.0,1103,4.8,4.75,2.97,3,6,62.19895287958115
0.42,Ideal,D,VS2,62.4,55.0,1103,4.82,4.8,3.0,3,6,62.370062370062364
0.42,Ideal,D,VS2,62.1,54.0,1103,4.83,4.8,2.99,3,6,62.097611630321914
0.35,Ideal,H,IF,61.7,54.0,1103,4.55,4.53,2.8,7,2,61.67400881057269
0.49,Premium,H,VS2,59.5,62.0,1103,5.14,5.12,3.05,3,2,59.4541910331384
0.56,Premium,G,SI2,59.6,58.0,1103,5.42,5.35,3.21,1,3,59.610027855153206
0.5,Fair,G,SI1,67.1,59.0,1103,4.96,4.84,3.29,2,3,67.14285714285714
0.5,Very Good,E,SI2,60.6,59.0,1104,5.07,5.12,3.09,1,5,60.647693817468095
0.51,Very Good,E,SI2,60.7,56.0,1104,5.17,5.21,3.15,1,5,60.69364161849712
0.5,Ideal,E,SI2,62.6,56.0,1104,5.05,5.11,3.18,1,5,62.59842519685039
0.5,Ideal,E,SI2,61.8,58.0,1104,5.08,5.11,3.15,1,5,61.82531894013738
0.38,Ideal,F,VVS2,62.7,56.0,1104,4.64,4.61,2.9,5,4,62.7027027027027
0.4,Ideal,G,VS1,62.9,55.0,1104,4.76,4.71,2.98,4,3,62.93558606124605
0.73,Fair,H,I1,66.2,56.0,1104,5.62,5.46,3.69,0,2,66.60649819494584
0.54,Very Good,I,SI2,62.9,57.0,1105,5.18,5.21,3.27,1,1,62.9451395572666
0.51,Very Good,I,SI2,60.5,56.0,1105,5.23,5.25,3.17,1,1,60.49618320610687
0.45,Ideal,G,VVS2,61.8,57.0,1105,4.9,4.94,3.04,5,3,61.78861788617886
0.42,Very Good,E,VS1,62.1,55.0,1105,4.81,4.85,3.0,4,5,62.11180124223603
0.41,Ideal,D,VS1,62.4,56.0,1105,4.75,4.8,2.98,4,6,62.40837696335078
0.41,Premium,D,VVS2,61.9,59.0,1105,4.75,4.78,2.95,5,6,61.909758656873024
0.41,Ideal,D,VVS2,62.5,57.0,1105,4.72,4.75,2.96,5,6,62.51319957761353
0.41,Ideal,D,VVS2,61.1,56.0,1105,4.78,4.81,2.93,5,6,61.10531803962461
0.41,Premium,D,VVS2,62.2,58.0,1105,4.78,4.8,2.98,5,6,62.21294363256785
0.42,Premium,E,VS1,62.2,59.0,1105,4.76,4.79,2.97,4,5,62.19895287958115
0.42,Premium,E,VS1,59.5,59.0,1105,4.86,4.88,2.9,4,5,59.5482546201232
0.45,Very Good,G,VVS2,61.4,61.0,1105,4.89,4.95,3.02,5,3,61.38211382113821
0.42,Ideal,E,VS1,61.6,57.0,1105,4.8,4.84,2.97,4,5,61.61825726141078
0.31,Ideal,E,VVS1,61.7,55.0,1105,4.38,4.4,2.71,6,5,61.73120728929384
0.31,Ideal,E,VVS1,61.3,56.0,1105,4.38,4.4,2.69,6,5,61.2756264236902
0.31,Ideal,E,VVS1,61.5,56.0,1105,4.34,4.37,2.68,6,5,61.53846153846153
0.35,Very Good,I,VS2,61.7,57.0,491,4.52,4.56,2.8,3,1,61.6740088105727
0.34,Ideal,F,SI1,59.4,57.0,491,4.54,4.58,2.71,2,4,59.4298245614035
0.3,Premium,H,VS1,62.1,59.0,491,4.25,4.28,2.65,4,2,62.13364595545134
0.3,Good,H,VS1,63.2,58.0,491,4.22,4.26,2.68,4,2,63.20754716981132
0.24,Very Good,F,VVS2,61.9,56.0,492,3.97,4.01,2.47,5,4,61.904761904761905
0.23,Very Good,D,VVS2,62.5,58.0,492,3.89,3.92,2.44,5,6,62.483994878361074
0.24,Very Good,D,VVS2,62.9,59.0,492,3.95,3.97,2.49,5,6,62.87878787878789
0.24,Very Good,E,VVS1,63.5,57.0,492,3.94,3.96,2.51,6,5,63.544303797468345
0.23,Very Good,E,VVS1,62.0,58.0,492,3.92,3.95,2.44,6,5,62.00762388818297
0.24,Very Good,D,VVS1,61.9,54.0,492,3.99,4.02,2.48,6,6,61.92259675405743
0.23,Very Good,D,VVS1,61.3,61.0,492,3.94,3.99,2.43,6,6,61.28625472887769
0.28,Very Good,G,VS2,61.3,57.0,492,4.21,4.24,2.59,3,3,61.301775147929
0.23,Very Good,E,IF,59.9,58.0,492,3.98,4.03,2.4,7,5,59.925093632958806
0.28,Good,F,VVS2,64.9,57.0,492,4.13,4.16,2.69,5,4,64.89746682750302
0.24,Good,F,VVS2,65.0,58.0,492,3.89,3.93,2.54,5,4,64.9616368286445
0.24,Good,E,VVS2,65.0,58.0,492,3.85,3.9,2.52,5,5,65.03225806451613
0.24,Good,F,VVS1,64.8,57.0,492,3.9,3.94,2.54,6,4,64.79591836734694
0.24,Good,E,VVS1,60.8,64.0,492,3.97,3.99,2.42,6,5,60.804020100502505
0.28,Good,E,VVS1,64.6,55.0,492,4.15,4.18,2.69,6,5,64.58583433373349
0.24,Good,F,IF,65.1,58.0,492,3.86,3.88,2.52,7,4,65.11627906976744
0.33,Premium,D,SI2,62.7,58.0,492,4.39,4.41,2.76,1,6,62.72727272727272
0.33,Ideal,D,SI2,62.4,57.0,492,4.39,4.42,2.75,1,6,62.42905788876278
0.33,Ideal,D,SI2,62.4,56.0,492,4.41,4.44,2.76,1,6,62.37288135593219
0.33,Good,G,SI1,63.2,57.0,492,4.39,4.44,2.79,2,3,63.19365798414496
0.33,Ideal,D,SI2,60.9,56.0,492,4.45,4.48,2.72,1,6,60.91825307950728
0.33,Good,D,SI2,63.4,56.0,492,4.4,4.43,2.8,1,6,63.42015855039637
0.33,Premium,D,SI2,59.5,59.0,492,4.48,4.5,2.67,1,6,59.46547884187082
0.33,Ideal,D,SI2,61.3,56.0,492,4.45,4.49,2.74,1,6,61.29753914988814
0.33,Good,D,SI2,63.3,53.0,492,4.39,4.42,2.79,1,6,63.33711691259933
0.33,Premium,D,SI2,61.6,59.0,492,4.41,4.42,2.72,1,6,61.60815402038505
0.5,Good,J,VVS2,64.1,57.0,1105,5.0,4.95,3.19,5,0,64.12060301507537
0.63,Very Good,G,SI2,63.3,59.0,1105,5.51,5.31,3.45,1,3,63.77079482439926
0.52,Premium,I,SI1,62.9,58.0,1105,5.14,5.04,3.2,2,1,62.86836935166994
0.59,Premium,H,SI1,62.2,59.0,1106,5.38,5.32,3.33,2,2,62.24299065420561
0.4,Very Good,E,VVS2,61.0,55.0,1106,4.77,4.81,2.92,5,5,60.96033402922757
0.53,Very Good,J,VS1,61.4,56.0,1106,5.19,5.23,3.2,4,0,61.42034548944337
0.4,Ideal,E,VVS2,62.6,54.0,1106,4.71,4.74,2.96,5,5,62.64550264550265
0.4,Ideal,E,VVS2,61.4,59.0,1106,4.71,4.74,2.9,5,5,61.37566137566138
0.4,Ideal,E,VVS2,62.5,54.0,1106,4.73,4.77,2.97,5,5,62.526315789473685
0.5,Very Good,F,SI1,63.1,61.0,1106,5.06,4.98,3.17,2,4,63.14741035856574
0.5,Very Good,F,SI1,63.2,58.0,1106,5.08,5.04,3.2,2,4,63.241106719367586
0.39,Very Good,F,VVS1,60.8,57.0,1107,4.72,4.75,2.88,6,4,60.82365364308343
0.51,Good,G,SI1,63.1,64.0,1107,5.08,5.03,3.19,2,3,63.105835806132546
0.43,Fair,E,VS2,60.5,59.0,1107,4.92,4.9,2.97,3,5,60.48879837067209
0.32,Ideal,D,VVS2,61.6,55.0,1107,4.41,4.45,2.73,5,6,61.62528216704289
0.44,Ideal,I,VVS1,61.2,55.0,1107,4.92,4.95,3.02,6,1,61.19554204660587
0.34,Ideal,E,VVS1,61.8,55.0,1107,4.49,4.5,2.78,6,5,61.84649610678532
0.5,Ideal,G,SI2,61.4,57.0,1107,5.1,5.13,3.14,1,3,61.38807429130009
0.5,Good,G,SI2,63.8,57.0,1107,5.02,4.98,3.19,1,3,63.8
0.41,Ideal,I,VVS1,61.3,56.0,1107,4.85,4.8,2.96,6,1,61.34715025906737
0.41,Premium,I,VVS1,62.0,56.0,1107,4.77,4.75,2.95,6,1,61.97478991596639
0.41,Premium,I,VVS1,61.5,59.0,1107,4.81,4.75,2.94,6,1,61.50627615062762
0.41,Ideal,I,VVS1,61.8,55.0,1107,4.79,4.76,2.95,6,1,61.78010471204188
0.41,Premium,I,VVS1,61.9,57.0,1107,4.82,4.78,2.97,6,1,61.87499999999999
0.41,Premium,I,VVS1,59.8,61.0,1107,4.84,4.79,2.88,6,1,59.81308411214954
0.41,Ideal,F,VS2,61.0,57.0,1107,4.81,4.76,2.92,3,4,61.02403343782654
0.41,Ideal,F,VS2,61.8,56.0,1107,4.8,4.78,2.96,3,4,61.79540709812108
0.41,Ideal,F,VS2,61.4,55.0,1107,4.83,4.78,2.95,3,4,61.39438085327784
0.41,Premium,F,VS2,61.1,56.0,1107,4.84,4.79,2.94,3,4,61.05919003115265
0.41,Premium,F,VS2,61.3,58.0,1107,4.84,4.79,2.95,3,4,61.266874350986505
0.41,Ideal,F,VS2,60.8,56.0,1107,4.81,4.8,2.92,3,4,60.770031217481794
0.41,Ideal,F,VS2,61.1,56.0,1107,4.83,4.8,2.94,3,4,61.05919003115265
0.41,Premium,F,VS2,60.3,58.0,1107,4.85,4.8,2.91,3,4,60.31088082901555
0.41,Premium,F,VS2,60.3,60.0,1107,4.84,4.81,2.91,3,4,60.31088082901555
0.41,Ideal,F,VS2,60.0,56.0,1107,4.88,4.82,2.91,3,4,60.00000000000001
0.41,Ideal,F,VS2,62.6,57.0,1107,4.79,4.76,2.99,3,4,62.617801047120416
0.41,Ideal,F,VS2,61.8,56.0,1107,4.79,4.76,2.95,3,4,61.78010471204188
0.41,Premium,F,VS2,61.6,59.0,1107,4.77,4.74,2.93,3,4,61.619348054679286
0.41,Ideal,F,VS2,60.9,57.0,1107,4.78,4.74,2.9,3,4,60.92436974789916
0.41,Ideal,F,VS2,62.1,56.0,1107,4.79,4.74,2.96,3,4,62.11962224554039
0.41,Premium,F,VS2,62.4,56.0,1107,4.77,4.75,2.97,3,4,62.39495798319328
0.41,Ideal,F,VS2,62.3,57.0,1107,4.78,4.75,2.97,3,4,62.32948583420776
0.41,Ideal,F,VS2,61.8,57.0,1107,4.79,4.75,2.95,3,4,61.84486373165619
0.41,Premium,F,VS2,62.6,58.0,1107,4.81,4.75,2.99,3,4,62.552301255230134
0.41,Very Good,F,VS2,63.2,57.0,1107,4.76,4.74,3.0,3,4,63.1578947368421
0.41,Ideal,F,VS2,61.9,56.0,1107,4.76,4.74,2.94,3,4,61.89473684210526
0.41,Ideal,F,VS2,62.7,57.0,1107,4.78,4.73,2.98,3,4,62.670872765509976
0.41,Premium,F,VS2,62.8,58.0,1107,4.73,4.69,2.96,3,4,62.84501061571124
0.41,Premium,F,VS2,62.6,57.0,1107,4.74,4.71,2.96,3,4,62.64550264550265
0.41,Ideal,F,VS2,62.7,56.0,1107,4.78,4.72,2.98,3,4,62.73684210526316
0.41,Ideal,F,VS2,62.8,57.0,1107,4.76,4.73,2.98,3,4,62.80295047418335
0.41,Ideal,F,VS2,61.8,57.0,1107,4.78,4.73,2.94,3,4,61.82965299684542
0.7,Premium,I,I1,62.3,58.0,1107,5.69,5.55,3.51,0,1,62.455516014234874
0.31,Premium,E,VVS2,62.3,56.0,1107,4.34,4.3,2.69,5,5,62.26851851851851
0.37,Very Good,D,VVS1,62.3,54.0,1108,4.57,4.65,2.87,6,6,62.255965292841644
0.51,Very Good,D,SI2,61.5,59.0,1108,5.07,5.14,3.14,1,6,61.508325171400585
0.42,Ideal,H,VVS1,62.8,57.0,1108,4.79,4.79,3.01,6,2,62.839248434237994
0.42,Very Good,D,VS1,62.5,57.0,1109,4.75,4.85,3.0,4,6,62.5
0.46,Good,F,VS1,56.5,61.0,1109,5.11,5.05,2.87,4,4,56.496062992125985
0.59,Very Good,I,SI1,62.8,59.0,1109,5.34,5.36,3.36,2,1,62.803738317757016
0.55,Ideal,I,SI2,60.4,56.0,1109,5.32,5.36,3.23,1,1,60.48689138576779
0.32,Ideal,E,VVS2,62.4,56.0,1109,4.43,4.39,2.75,5,5,62.358276643990926
0.34,Ideal,D,VS1,60.9,56.0,1109,4.56,4.51,2.76,4,6,60.85997794928335
0.51,Premium,D,SI2,60.2,58.0,1109,5.24,5.2,3.14,1,6,60.15325670498083
0.33,Very Good,D,VS1,63.2,56.0,1109,4.45,4.44,2.81,4,6,63.21709786276715
0.51,Fair,D,SI2,66.5,58.0,1109,4.95,4.89,3.27,1,6,66.46341463414635
0.53,Very Good,F,SI2,63.2,55.0,1110,5.17,5.18,3.27,1,4,63.18840579710145
0.48,Premium,F,SI1,60.6,62.0,1110,5.06,5.0,3.05,2,4,60.6361829025845
0.5,Ideal,I,VS2,62.4,55.0,1110,5.09,5.11,3.18,3,1,62.352941176470594
0.5,Ideal,I,VS2,62.0,55.0,1110,5.1,5.12,3.17,3,1,62.035225048923685
0.41,Ideal,G,SI1,61.6,57.0,1110,4.77,4.81,2.95,2,3,61.58663883089771
0.41,Ideal,G,SI1,62.1,55.0,1110,4.78,4.81,2.98,2,3,62.148070907195
0.47,Premium,G,SI1,59.5,60.0,1110,5.09,5.06,3.02,2,3,59.50738916256159
0.4,Good,E,SI1,60.6,65.0,1110,4.74,4.71,2.86,2,5,60.52910052910053
0.4,Very Good,F,VVS1,62.9,55.0,1111,4.71,4.74,2.97,6,4,62.85714285714286
0.4,Very Good,F,VVS1,61.9,59.0,1111,4.71,4.75,2.93,6,4,61.945031712473565
0.4,Very Good,F,VVS1,62.3,60.0,1111,4.65,4.69,2.91,6,4,62.312633832976445
0.52,Premium,F,SI2,61.7,58.0,1111,5.12,5.16,3.17,1,4,61.67315175097276
0.52,Good,H,SI1,63.1,57.0,1111,5.09,5.14,3.23,2,2,63.147605083088955
0.52,Very Good,H,SI1,62.6,55.0,1111,5.12,5.16,3.22,2,2,62.64591439688715
0.4,Ideal,D,VVS2,62.8,56.0,1111,4.68,4.72,2.95,5,6,62.76595744680852
0.54,Ideal,E,SI2,62.7,57.0,1111,5.2,5.23,3.27,1,5,62.70373921380633
0.7,Good,I,I1,63.9,62.0,1111,5.62,5.57,3.58,0,1,63.98570151921358
0.52,Very Good,E,SI2,60.7,56.0,1112,5.17,5.21,3.15,1,5,60.69364161849712
0.52,Premium,F,SI1,62.0,59.0,1112,5.18,5.15,3.2,2,4,61.95546950629235
0.54,Good,E,SI2,63.9,54.0,1112,5.18,5.12,3.29,1,5,63.883495145631066
0.38,Ideal,E,VS2,60.1,56.0,1112,4.72,4.69,2.83,3,5,60.148777895855474
0.3,Ideal,D,VVS1,62.2,57.0,1112,4.35,4.3,2.69,6,6,62.196531791907525
0.38,Ideal,E,VS2,61.7,55.0,1112,4.68,4.66,2.88,3,5,61.67023554603855
0.38,Premium,E,VS2,60.5,62.0,1112,4.74,4.65,2.84,3,5,60.4898828541001
0.38,Premium,E,VS2,60.5,58.0,1112,4.7,4.66,2.83,3,5,60.47008547008547
0.38,Premium,E,VS2,60.3,58.0,1112,4.72,4.67,2.83,3,5,60.276890308839185
0.38,Premium,E,VS2,59.2,60.0,1112,4.77,4.73,2.81,3,5,59.1578947368421
0.38,Premium,E,VS2,62.2,59.0,1112,4.67,4.63,2.89,3,5,62.1505376344086
0.38,Premium,E,VS2,61.8,58.0,1112,4.64,4.61,2.86,3,5,61.83783783783784
0.38,Ideal,E,VS1,62.2,55.0,1112,4.67,4.63,2.89,4,5,62.1505376344086
0.57,Ideal,J,VS2,62.5,54.0,1113,5.32,5.34,3.33,3,0,62.4765478424015
0.53,Ideal,G,SI2,62.3,53.0,1113,5.21,5.25,3.26,1,3,62.332695984703626
0.57,Ideal,I,SI1,61.6,54.0,1113,5.36,5.38,3.31,2,1,61.63873370577281
0.46,Good,F,VS1,64.4,60.0,1113,4.88,4.9,3.15,4,4,64.41717791411043
0.43,Premium,G,VS2,60.8,59.0,1113,4.91,4.86,2.97,3,3,60.79836233367452
0.53,Premium,H,SI2,62.5,60.0,1113,5.18,5.16,3.23,1,2,62.475822050290134
0.43,Premium,H,VS1,62.3,58.0,1113,4.81,4.75,2.98,4,2,62.343096234309634
0.43,Premium,H,VS1,60.0,59.0,1113,4.98,4.86,2.95,4,2,59.959349593495936
0.43,Premium,G,VS2,61.3,58.0,1113,4.86,4.83,2.97,3,3,61.30030959752321
0.43,Premium,G,VS2,61.1,58.0,1113,4.88,4.84,2.97,3,3,61.11111111111112
0.43,Premium,G,VS2,61.2,58.0,1113,4.9,4.84,2.98,3,3,61.190965092402465
0.43,Premium,G,VS2,59.1,60.0,1113,4.93,4.88,2.9,3,3,59.12334352701326
0.43,Premium,G,VS2,62.9,59.0,1113,4.83,4.78,3.02,3,3,62.85119667013528
0.43,Premium,G,VS2,62.3,58.0,1113,4.85,4.81,3.01,3,3,62.31884057971014
0.43,Premium,G,VS2,61.1,59.0,1113,4.86,4.83,2.96,3,3,61.09391124871
0.53,Very Good,J,VS2,62.9,58.0,1114,5.16,5.18,3.25,3,0,62.86266924564797
0.54,Ideal,I,SI1,61.4,56.0,1114,5.25,5.27,3.23,2,1,61.40684410646388
0.54,Ideal,I,SI1,61.7,56.0,1114,5.25,5.29,3.25,2,1,61.66982922201139
0.3,Ideal,F,VVS1,62.1,55.0,1114,4.32,4.31,2.68,6,4,62.10892236384705
0.3,Ideal,F,VVS1,62.4,56.0,1114,4.31,4.28,2.68,6,4,62.39813736903376
0.3,Premium,F,VVS1,62.0,59.0,1114,4.28,4.24,2.64,6,4,61.971830985915496
0.33,Premium,E,VVS2,60.3,58.0,1114,4.49,4.47,2.7,5,5,60.26785714285714
0.33,Ideal,F,IF,61.5,55.0,1114,4.47,4.44,2.74,7,4,61.50392817059484
0.3,Premium,F,VVS1,61.8,59.0,1114,4.29,4.26,2.64,6,4,61.754385964912274
0.36,Ideal,D,VVS2,61.6,57.0,1114,4.59,4.56,2.82,5,6,61.63934426229509
0.33,Ideal,E,VVS2,61.7,57.0,1114,4.44,4.41,2.73,5,5,61.69491525423728
0.33,Ideal,E,VVS2,61.2,57.0,1114,4.47,4.45,2.73,5,5,61.210762331838566
0.3,Ideal,F,VVS1,61.9,57.0,1114,4.33,4.3,2.67,6,4,61.87717265353419
0.33,Ideal,H,IF,62.1,55.0,1114,4.44,4.41,2.75,7,2,62.146892655367225
0.33,Ideal,H,IF,61.9,55.0,1114,4.44,4.42,2.74,7,2,61.85101580135441
0.33,Premium,H,IF,60.3,59.0,1114,4.49,4.47,2.7,7,2,60.26785714285714
0.33,Premium,H,IF,62.0,58.0,1114,4.42,4.39,2.73,7,2,61.975028376844506
0.33,Premium,H,IF,61.8,60.0,1114,4.44,4.4,2.73,7,2,61.76470588235294
